Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
United States,USA,Urban population growth (annual %),SP.URB.GROW,1.41025628541903,1.51201139138713,1.17796815968651,1.16306776101756,1.15618567133535,1.08529029428822,1.04178246340233,0.972454437935826,0.97127334416914,0.96470556997036,0.95168892070132,..
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,7671.7730657832,8056.86384994775,7697.65253500041,7758.16570027554,7488.08163789741,7056.77721481122,7161.51259845346,7029.18418892405,6814.82315366428,6908.93325167835,..,..
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,19.3233681671961,20.2076147591466,19.1161388237155,19.2374604467856,18.4892337521751,17.192379097866,17.4847921827813,17.0202163384029,..,..,..,..
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,11713.3317042099,13671.0520240061,13583.2669593387,13657.4495085431,13663.4246797255,12913.7114285466,13394.0146067076,13240.3579870902,12954.1532624543,..,..,..
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5979580000000,10284779000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16163158000000,16768053000000,17419000000000,..
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.91932936477161,4.09217643509152,2.66662598560563,1.77857037209128,-0.291621579070096,-2.77552944407304,2.53192038046484,1.6014542734504,2.32108474142517,2.21930799126562,2.38822690701687,..
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.69891396932493,2.2755198186309,3.07226646491038,2.66133625999005,1.96161250639746,0.759434629664767,1.22134963016063,2.06462786741891,1.79522489523134,1.49005390330963,1.45899565571652,..
United States,USA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,1.17402070367038,1.04360604889818,1.07073429728857,1.14088012979611,1.0417339637032,1.16336446820417,1.36233515615426,1.29263554024038,1.44578894675602,..,..
United States,USA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,23.2146498328529,22.3752556055131,22.1885982696399,21.6365599660578,20.1505932039391,20.3294435155691,20.5566339393422,20.5603064237057,20.5020346268285,..,..
United States,USA,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,75.6113294634768,76.5811383455887,76.7406674330715,77.2225599041461,78.8076728323577,78.5071920162267,78.0810309045036,78.1470580360539,78.0521764264155,..,..
United States,USA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.229243525465,10.6645947375243,10.6548205355009,11.497872408028,12.514384877565,11.0116425576467,12.3782675276985,13.5737855690251,13.5750080522631,13.4912502960242,..,..
United States,USA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,10.5313416661371,14.3185381037356,16.2188089280167,16.4610449151398,17.4270184451192,13.7541847452818,15.8041379885504,17.3113340017216,17.0910907385797,16.521953979988,..,..
United States,USA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.4700698042337,23.5689070226983,23.3330407982513,22.3513716155988,20.7862415007098,17.5129045612102,18.3946242448397,18.5447462502399,19.1706967165699,19.3481616500139,..,..
United States,USA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,18.5365239672838,18.6121559218754,17.2761207567414,15.6754345855071,16.1563746209998,16.3636558132833,16.6198956911762,18.3032579870782,..,..
United States,USA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,-2.16514452195341,-2.49419190358094,-5.35445602028782,-10.2866138294063,-10.1300609206988,-9.06564446821051,-7.55916634608163,-4.9152993493043,..,..
United States,USA,Time required to start a business (days),IC.REG.DURS,..,..,6,6,5,5,5,5,5,6.2,5.6,..
United States,USA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,145.220968944532,190.962274914862,226.322290507345,235.717661211779,216.762890895141,231.36073982309,227.134149308582,227.223274352285,232.404157176845,240.236448377336,243.859383510245,..
United States,USA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,11.448562517249,11.4908270584249,10.030178178849,8.21361701602338,8.82095152405995,9.70361632089237,10.2090197967501,10.5659255728736,..,..
United States,USA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.12025928242452,2.93343201638071,3.80820052817979,3.84704407867721,4.22004646915036,4.63679244072592,4.66561510232437,4.58397597720211,4.23667206618905,3.81501632896795,3.50142763648889,..
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.07580236597907,38.4680910528825,76.2935384187826,82.0641447853526,85.2091651682425,88.6236461127594,91.311652018589,94.4404259641603,96.0103760924709,97.0777393917782,98.4068577995705,..
United States,USA,Internet users (per 100 people),IT.NET.USER.P2,0.784728502202794,43.0791626375201,68.9311932699721,75,74,71,71.69,69.7294607619268,79.3,84.2,87.36,..
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,32.5299673313318,33.7876105780024,30.0569992880515,27.222664596901,25.9203321683644,21.4876897855956,19.9343859606027,18.0913115958515,17.833117715724,17.755765081363,..,..
United States,USA,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,15.2281431137304,19.8469796968899,21.2476024632994,21.8861851400453,23.4868352127943,18.4574996468138,21.7027410171306,24.156140356643,24.0189882447477,23.3101171614856,23.1504761950514,..
United States,USA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,102.7027027027,100,95.9536046831,96.5618904059,91.8127158887,98.953658393,97.1082633157,94.6126736141,94.6872213652,95.3386627631,..,..
United States,USA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Net migration,SM.POP.NETM,..,..,..,5224810,..,..,..,..,5000002,..,..,..
United States,USA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1170000000,4395000000,5068000000,5219000000,5364000000,5740000000,5930000000,6104000000,6354000000,6695000000,6878000000,..
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,48490000000,321274000000,294288000000,340065000000,332734000000,153788000000,259344000000,257410000000,217778000000,294971000000,93053000000,..
United States,USA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/18/2015,,,,,,,,,,,,,,,
