Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Canada,CAN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.4504830166063,20.7624348231506,23.7635834659342,23.9510185835622,24.020367271901,21.778715730051,23.3408128788512,24.1339334039166,24.8511927515307,24.4818902510826,24.0690345445971,..
Canada,CAN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,21.0139450684141,18.6527434599622,18.7012580624561,17.7946310209031,17.6783511496758,17.055348436362,16.9285666667043,17.0520546868003,17.0768825389081,..,..
Canada,CAN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,2.26113356268542,1.61212655976994,1.71933073631777,0.588709177666233,-1.18729527053804,-1.77013237652886,-1.03812738204331,-0.248412540655779,0.039181331943505,..,..
Canada,CAN,Time required to start a business (days),IC.REG.DURS,..,..,3,3,5,5,5,5,5,5,5,..
Canada,CAN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,100.912324487559,111.487789642003,214.22593787956,150.615050067054,173.054866601781,..,..,..,..,..,..,..
Canada,CAN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,14.9424586082614,13.4096164011734,13.3688613576857,12.4461868778,12.2592943107465,11.8114673400864,11.6483824421728,11.5808626779407,11.4554703106361,..,..
Canada,CAN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.92804912828278,1.12237129905679,1.12983701858475,1.1946963407625,1.25389283184303,1.38135949616051,1.19670222407724,1.14513218539514,1.11175397055965,1.00402163105231,0.976696514774611,..
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.11067478638026,28.4290946227574,57.4932053568209,61.4731075542007,66.2048772219801,70.5483053196051,75.6760779974588,77.8254930914797,79.5683377491082,80.6100807396936,82.984440248557,..
Canada,CAN,Internet users (per 100 people),IT.NET.USER.P2,0.360999700586848,51.3,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12,..
Canada,CAN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,13.7559358157575,18.7253448135732,13.3449958531444,12.7522194517137,13.6004525690456,16.2576727489188,14.0465813696485,13.4258208781756,11.3911813096908,14.0570751449113,..,..
Canada,CAN,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.3761284840097,70.5141414959123,57.0036822428137,55.6209166663708,56.7529490162663,47.124443487151,48.9569063761812,51.1502953907992,50.7733894296432,50.714297747637,53.1247278844638,..
Canada,CAN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,100,119.8082841815,123.5483942292,129.8809897711,113.7288899408,123.1364464703,125.88640847,122.9409993602,124.7260488048,..,..
Canada,CAN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Net migration,SM.POP.NETM,..,..,..,1251505,..,..,..,..,1099999,..,..,..
Canada,CAN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,1048972564.07317,1152168380.33523,1195072047.76038,1159964946.84687,1221977596.67346,1166504288.0064,1205516528.54162,1199321836.1629,1179039488.69615,..
Canada,CAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7580601938.18178,66144235752.9752,60293795009.5614,119940183815.186,62162449739.7504,23804168586.269,28596270781.7424,40131613266.6611,39296985914.6027,70753171502.9449,53787870429.9511,..
Canada,CAN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/18/2015,,,,,,,,,,,,,,,
